emotions,sentiment,clean_text
fun,Positive,  presentation went yes met buch cool people checked portfolio nice workdetails projects
relief,Positive,  hi reeboks cause
relief,Neutral,yaaayyy  work today
happiness,Positive,love bank holidays
relief,Neutral,dentist november
happiness,Neutral,needs yummy breakfast shift
love,Positive,  know cats family mikesh cute
relief,Positive,4th via   thanks now awesome
worry,Neutral,  hiya want delete retweet  link blog work
worry,Positive,3 days frisbee nights partying sprained ligaments cant imagine better long weekend
neutral,Positive,download movie notorious  cool movie
neutral,Positive,  hugs listening ebtg quoteach amp onequot perfect public hol monday morn cuppa
love,Neutral,  cant wait hear evp cuuuute picture
happiness,Neutral,pj dayydoesnt happen veryy
neutral,Positive,  raining belfast  promised clean windows today bed then
love,Positive,  cool thats good trains while
love,Positive,  love music especially fight thats awsome song far 
happiness,Neutral,  woooooooooo coming nottingham point lovelovelovelt3
love,Positive,goodnight magic pretty world
hate,Negative,hate mondays love   schedule hello digg reel
neutral,Positive,morning beverley youre like breath fresh air twitterland good day
happiness,Positive,came bishopstorford went aunts wedding party way fun got cousins 3 years
neutral,Neutral,  pleasure bojan
neutral,Neutral,  strawberry fields
worry,Neutral,want goaudio please 5daysl
love,Positive,  u morrisons near u chemist open
enthusiasm,Neutral,  totally agree
neutral,Neutral,  dinner done shower done time chill block chocolate
happiness,Positive,  thanks twitpic sure laugh
neutral,Positive,  cute little picture book called quotthe little book boringquot
love,Positive,  appending verticalchinese hash tag nice touch
anger,Positive,so whats great bout called wonderful love life god sake wateva
worry,Neutral,going bed hows reading
neutral,Neutral,work got back100 percent monday feeling
relief,Positive,  cycle quarry shipley glen near baildon moor heading woods
happiness,Positive,  thanks ff wink
fun,Positive,mahalo great show   aloha thx makin kauai enjoyed it safe trip
neutral,Positive,  thanks send photo first
neutral,Neutral,awoke  512 am
boredom,Negative,hey you suckits anybody s im bored common answear
neutral,Positive,  im sure   know
fun,Negative,  yeaaaah lol im insane
love,Positive,  ahhh ikr hes cuteset thing plus reminds twilight good cause looooooove much
happiness,Negative,    saw pic reminded anna king cuuuute little fella
neutral,Neutral,im cleaning closet ahhh
neutral,Neutral,  california
love,Negative,  ohh thankss bubble things left here going send missing youuu
empty,Negative,  got ya  bad tho right
happiness,Positive,kind excited school today dont know why hopefully good day
happiness,Positive,pretty happy things changed past 2 monthsdefinitely best
love,Positive,loving life
neutral,Neutral,productive day 1
neutral,Neutral,  say creatur night hmm dne soon
empty,Neutral,fools horses marathon day
neutral,Positive,  know different meat pie
neutral,Neutral,  iv added u friend youtube
fun,Positive,  hear  thanks ankit parlour hokeypokeybandra
love,Neutral,  thankyou lt3 iloveyoutwoooo
happiness,Positive,ideas gallore rock opera ftw yes tweets kayleigh writing rock opera info email us coatandkay 
neutral,Neutral,saving till hk
love,Positive,loving new hr monitor
worry,Negative,  heres getting cold got coffee break 2 minutes ago enjoy drink
happiness,Positive,finally project  312 haha goodnights  lt3
happiness,Negative,  thinking quoti tweetquot well duh  follow you cant can
neutral,Positive,  hi meg   lifes climb view great
worry,Positive,hope okay soon  
neutral,Neutral,tweet later byee
worry,Positive,    congratulations adorable beautiful ring too
worry,Negative,  bad homie
enthusiasm,Positive,ok twitter 
neutral,Neutral,  going out
fun,Negative,uploaded random fandom trailer youtube check here hd 
fun,Neutral,think im moment yeah guessed 
neutral,Positive,iphone nano iphone shuffle  surprises happens
empty,Neutral,  6
neutral,Positive,school today happy day
neutral,Negative,  hahah im way lazy check phone ooo michells wtaching recruits
love,Positive,  goodmorning youthank kind sun im going paint outside
surprise,Positive,  diggin moustachio looking good daddio
worry,Positive,unlike cierra look like poop today whatevahh lol
happiness,Neutral,capones island 2 days summer starting
happiness,Neutral,quotwe oh yea yea yea eating tonite woo eating tonight eating tonite dietquot finding nemo
sadness,Neutral,thats moan day
hate,Positive,  yep better
neutral,Neutral,  prefer 80s singstar know words
neutral,Neutral,helping   making twitter account
happiness,Positive,shopping nice monday roast
happiness,Positive,  hilarious imagine reactions
fun,Positive,  cool baby going go ill july
happiness,Positive,  thats funnywell ill bye bc im deliriouslol worked 13 hrs thinkcrazyanyhoo bye lady
relief,Positive,done finally yay relax for day d haha
relief,Positive,  yep hope lame attempt spaces helped hinder them lol know tomorrow guess
worry,Positive,flop going bag geocache gc1qr2r nice hide
love,Positive,  ill hug
love,Positive,love twilight 
neutral,Neutral,chatting besties
neutral,Neutral,driving lesson office
fun,Positive,  lol watching hehe
happiness,Positive,  quotgrace skills newborn giraffe quot great visual aid fabulous language use example kids thx
love,Positive,says love fifth tomorrow 5th dance 
worry,Positive,writing english original writing storyyyyy listening a little respect erasure aaaaaah
neutral,Neutral,  checked commented
happiness,Positive,4th today round weekend session  happy 4th yall fintster
neutral,Neutral,save readheads
fun,Positive,honour starwarsday fired new hope dvd player thx glory
fun,Positive,  funny difference simple changes make bed looks ace
happiness,Positive,welcome new followers
happiness,Positive,  good morning miamiadc weekend great monday great hope wonderful day
neutral,Positive,colleen sincerely hopes   gets better soon
neutral,Neutral,well day virgin 1s captains log star trek weekend
love,Positive,watching hills arghh lovee itt  makin r liam watch haha girls aloud 15 dayss waitt cheryl x
neutral,Neutral,  thank you
love,Positive,  hey lovely hope good day thanks awsome night teaching tiehahaha
worry,Positive,  haha nice wheels victoria peddling thankfully boys free ride
relief,Positive,  yay good you enjoy break  probably need hectic weekend care hun xxxx
love,Positive,  thats kinda cute honest
neutral,Neutral,got back
enthusiasm,Neutral,got twitter account
sadness,Negative,  hate her love her presentation got cancelled got 0600 went work today pitch 
relief,Negative,  actually  according retweets least
relief,Positive,    app finally face truth lack time able achieve goals life
surprise,Positive,jd turk laugh scrubs
worry,Positive,happy star wars day fourth
love,Positive,  love pb amp banana sandwiches fav
love,Positive,going relaxing hot bath goodnight twits amp dont worry andy love twitter hehe
worry,Negative,  id read im sure wanted opinion
happiness,Negative,looking forward bens baseball game tonight
surprise,Neutral,play quake3 3min
neutral,Positive,  amusing
neutral,Positive,  oh see thanks replying anyway you
sadness,Positive,  nice  book ready reckoner new stuff time im there
worry,Positive,miss boyfriend like know  2 hours ill oval face
fun,Positive,  yep tomorrow night 1030 saw ad squeals loved season
sadness,Neutral,im gonna now goodbye all
neutral,Neutral,searching wavy hairstyle
happiness,Positive,  mention nice awesome dude are
neutral,Neutral,woke bank holiday monday college got text tom jasons mobile earlier today im hoping turned up
worry,Positive,going good week
love,Positive,listening music kate voegele great
neutral,Neutral,  cheers aptism link
love,Neutral,before wake  sink ships photography exhibition online  look
happiness,Positive,mint choc ice cream whilst studyingnow thats good
worry,Positive,going watch brand new episode the hills cant wait
fun,Neutral,  ha ha no thankful dragging mountain today
surprise,Neutral,  im soooo intrigued want try weekend kaya lang baka maaddict ako
happiness,Positive,good episode gear tonight
surprise,Negative,  omg apparantley green day touring decemberwe going
happiness,Positive,said im til later enjoy day everyone
love,Positive,hiya good thankshows yourselfdoin nice today
happiness,Positive,  thanks ennio
hate,Negative,  quotand im packing angry eyes incasequot
relief,Positive,  ooo thanks danger radio link loves ithow test go
love,Positive,bout bed pretty good day monday
happiness,Positive,caught google street view   couple good ones
love,Neutral,  lllooovvveee icarly
neutral,Positive,  welcome
relief,Neutral,  sympathies  20 minutes  escape soon
neutral,Neutral,im french teacher hour left til school ends
worry,Neutral,rush lunchtime
neutral,Neutral,  stephen king fo sho
fun,Positive,  haha i matter guys want
worry,Positive,morning just going destroy trees aid research
worry,Positive,  oooh thats right zoo think 2 months time regular meeting place
relief,Positive,  chance watch yetgoing hold it thanks tip
happiness,Positive,im wondering big rumored new large screen kindle   and start seeing k12 textbooks
neutral,Neutral,  thats halo
relief,Positive,  appreciate kind words glad words resonate
neutral,Neutral,duster shoppping greenhills mom balikbayans
happiness,Positive,feeling happy despite work need today happy times
worry,Positive,  ohh yeah well im sick today win
fun,Neutral,    heyyhooheyhey
neutral,Positive,  bc drove asses chandler getting home hour half later lol
sadness,Neutral,waaaa ran machine problem yeah
sadness,Positive,eating breakfast getting ready school 
surprise,Neutral,bought tv tuner laptop he deserve present
neutral,Positive,   30 cool things successful entrepreneurs    share
hate,Negative,gooooodnight fully gave english pride prejudice love movie hate book 
worry,Neutral,  bandung hehe im home
love,Positive,happy star wars day
happiness,Positive,namaste hooray monday undaunted 3am wakeup consider 9am london feel justified bright everything
love,Neutral,  yeah remember na watch 
worry,Neutral,  computers hopeless
neutral,Neutral,idiotatgameszombie welcome thnks follow back stonedbuzz idiot
love,Negative,idiotattux11 thats cool thnks follow techyuppie idiot
neutral,Neutral,  dat klinkt erg enthousiast
neutral,Negative,  josh excuse me but time going begin
enthusiasm,Neutral,   hey mom
surprise,Neutral,news roomhowever audio turn around grabbed tea looking forward 1 rain
relief,Positive,worked cool gang
sadness,Positive,  knew gonna kind party wouldve stuck dick mashed potatoes
worry,Neutral,collage feminism
happiness,Neutral,way home think
neutral,Neutral,hice una maruchan
neutral,Neutral,   desktop wallpaper like inside monitor
neutral,Neutral,  school trip phuket thailand 12 living singapore
worry,Negative,  hmmm wrong link ignore tweet
neutral,Neutral,hello twitter
happiness,Positive,  yesits beautiful im fortunate live thick itvery relaxing
neutral,Neutral,grinning like cheshire cat happy hell day 
love,Neutral,morning all blessed day
fun,Positive,  alright dollhouse fricking awesome elishas performance weeks episode sold too finally
neutral,Positive,  rove mcmanus adam cool tho
love,Positive,  anyways severe headache ryt now jst love dis cup tea self makin headache away
happiness,Neutral,  thank you
surprise,Positive,  badumtish win
neutral,Neutral,  ahh retweet say
neutral,Neutral,  hello
neutral,Positive,  aha ok yano
neutral,Neutral,cant wait till friday leave school 1015 party manor heath rest day
happiness,Positive,  lmao yes 27th excited lol
happiness,Positive,  awww happy birthday
happiness,Positive,  problem think great thing reflect on
neutral,Positive,  think twitter early adopter yes underscore look cool
worry,Positive,    dont understand whats got me im nice girl
love,Neutral,  novel  posted
worry,Positive,  werd thats true
neutral,Positive,going start   fast access mtwittercom school
happiness,Neutral,gooodmorning people earth
neutral,Neutral,  hello hope flu
love,Positive,belong favourite music video ever lucas till makes little bit better
happiness,Positive,  funny sayam filling speak  cheers
love,Positive,going picnic dad  atleast persauded idea walking amp cycling yum special k
fun,Neutral,dig it sucka booker t wwe wrestler
fun,Neutral,looking tabs quotboys like girlsquot songs
neutral,Neutral,looking people
relief,Negative,  haha bad am little retarded  attempting knit gloves winter
love,Neutral,  yeah bit 80s silly points love
worry,Positive,  aw okay tht happened wid tooam glad thts nowam helpin ilol thnx postin wmiad loved
fun,Negative,  u work hard sally sure muscle courage own hard laughing unconess
fun,Neutral,playing sudoku mommy makes breakfast amp lunch
happiness,Positive,  saw tweet minutes going lunch decided skip today thanks saving money speedy recovery
surprise,Neutral,shower annas
neutral,Positive,  best luck
happiness,Positive,  got 71 thats im following feel special
neutral,Neutral,hey guys group people belong quotpune institute compute technologyquot college pune 
neutral,Positive,alphonso milkshake morning lassi afternoon fresh nimbupaani eveningsummers fun
empty,Neutral,  nope comin 2nite gurl
love,Positive,need break pfff work sucksss myrtle beach sc 45 days things like soooo happy woeiwoeiwoei
enthusiasm,Positive,  nice feat methe husbands clocking miles sundown too
happiness,Positive,  thanks fotoreportage coming soon
neutral,Positive,good morning
neutral,Positive,  yes sure  eat 
sadness,Positive,aspitar hospital doha amazing great service nice building free wifi win
neutral,Neutral,  toy story pwns
happiness,Positive,  funny
neutral,Neutral,sitting twitteringup 3 yuk want messages blue monday
happiness,Positive,  oh ok then ive wedding heaps nice there im big fan qld
worry,Positive,  win trip america reply xo
happiness,Positive,thanks twittering me newbie friends like invite here help girl
love,Positive,dont think laughed hard
fun,Neutral,threee words    youtube bamboozle
fun,Positive,  welcome chica hope nice break
worry,Positive,woke 10am alarm didnt wake   sending best text
worry,Positive,wonders dancers glitter wear it create whiny group it ok im done
neutral,Neutral,says im tutoring cousin 
happiness,Positive,    good morning gents ya today
happiness,Positive,hope day nice sun
neutral,Positive,  really ur brave lady walkin lions then book suggestions
surprise,Positive,  thanks mate came board twitter   tweet sounds great
happiness,Positive,good morning everyone great monday thanks following
empty,Neutral,cant chu hear echooooooooo
worry,Neutral,  yep 14 days whoop
neutral,Neutral,study later guys
worry,Positive,  awww hope better
surprise,Neutral,  yes do not
worry,Positive,gadget today today better
neutral,Neutral,grovelled tomorrow morning post link show 9am
happiness,Neutral,booked tickets london thursday im exicted
worry,Positive,  pleasure  wary girlie marshmallows lol saved life lol 
neutral,Positive,found decently priced breakfast yet hope  
happiness,Neutral,  heyyy todayy
surprise,Neutral,    mmm yummy looks like invitation
happiness,Positive,  dog thingy adorable golden retriever awesome  husky too x
surprise,Positive,im twitter now cool i lets mcdo
neutral,Negative,  well customer right at thats tell me
worry,Positive,  yes seen comment yes right answer ill it
sadness,Negative,  aw poor youironing eek lol raining tooprob try kids laternt exciting im afraid
fun,Neutral,helping caramel digestives
neutral,Neutral,britney spears songs desktop
fun,Positive,  congratulations lovely japanese children happy kodomo hi
neutral,Neutral,got booked ticket athens
worry,Negative,  son 16hes 10and twins 19age doesnt matter worse parents older
enthusiasm,Positive,good eloise
neutral,Positive,page google cant believe spent cent page one wow nextmmmmmm
fun,Negative,im drunk haha cant wait round 2 tomorrow night gnight ppl
worry,Negative,tickets today dinner mimcy work head home again
fun,Positive,anybody new song ideas
surprise,Neutral,  definately tomorrow
fun,Positive,pacquiao fight fun home wif fam melissa sat today mission ikea srsly 4 different freeways ge burbank
neutral,Positive,kind tired poopy puppy patrolwho knew lil doggies umwaste super cute
neutral,Positive,tuesday soon new zealand            h  
surprise,Negative,  definitely blast past
empty,Neutral,  result working greenblack fingers
neutral,Positive,ok thats it sleep time
love,Neutral,sent ben weekly shop woo xxxxx
love,Positive,  too monday end weekend but escape it wish good week
enthusiasm,Positive,  excited ashley matt half hour thats starts me
fun,Neutral,  he send anurag
sadness,Positive,  yeah u better 
happiness,Positive,fun friend 
happiness,Neutral,  agree
enthusiasm,Neutral,  bamboozle wish couldve gone ampamp worked laurie ann gibson told guys worked
happiness,Positive,right need breakfast lets tweeting  thinking im bloke multitasking lol
neutral,Negative,past 3 time bed
fun,Neutral,  hell yeah
sadness,Negative,  poor you im bank holiday monday today
neutral,Neutral, 
neutral,Neutral,  week leaving week well
neutral,Neutral,probando tweetdeck
fun,Neutral,  yes yes yes  song
happiness,Positive,  love new hairdo haha live ny too yeah hott
surprise,Positive,  haha yeah meant mall winks back
surprise,Positive,  truly impressive cant come close that takes argument web needs subs new level
happiness,Positive,  great obviously check twitter know important stuff thats going
relief,Neutral,handed in relax bit now
worry,Positive,  omg evie plan hot 30 tomorrow night
neutral,Positive,   come vietnam live miley fans love viet nam
worry,Positive,  ugh looks like work  good luck
happiness,Positive,oh snap kinda nuts right now   ive told 27 thanks babes
neutral,Neutral,quotfamily bird wordquot lt3 family guy
happiness,Neutral,pin hole camera todaaaaay need film now 
relief,Neutral,finally starting assignments
love,Positive,wanna miley cyruss friendie hahaha
neutral,Neutral,  course
happiness,Neutral,    guys literally going sydney junejuly hols meet wanna try lindt cafes
happiness,Positive,spending quality time fender tele deluxetrue love
enthusiasm,Neutral,  tell fashion tips need im woman hehehe
neutral,Neutral,  thank
neutral,Positive,  good morning sir
love,Positive,love video da funk daft punk
worry,Neutral,hopefully today work favor
happiness,Positive,  hahahahaha u look good ur picture
love,Positive,musicmonday epic song y  quotlights soundsquot yellowcard  
sadness,Positive,boo rain got pruney bath oo daythe crazy morris dancers large ampthill lol
neutral,Neutral,watchin gilmore girlz
love,Neutral,quotcant stevie wonderquot gabe called sleepypants gaby
neutral,Negative,  late finished chapter posted it
neutral,Positive,  yeah peeps good day catchup
fun,Positive,jimmy eat worlds initials jewnew favorite band
fun,Positive,  saucepan water cooker heat waterindian style scrabbled best
worry,Negative,hmm today suppose revise science test  eat cookies watch films
love,Negative,monday going extremely well expected all
happiness,Positive,                  magic rafi singing shammi kapoor
neutral,Positive,  haha  im philippines want follow you
neutral,Neutral,morning
empty,Negative,  iowa like sometimes gets frustrating
relief,Positive,  better thanks to
fun,Positive,  thanks emma plus squeeee comment
love,Positive,  yeah theyre great think well hear years come
neutral,Neutral,mimi time
happiness,Positive,beautiful morning  time enjoy sun
relief,Positive,  ive got use oes good wrist muscles
happiness,Negative,wearing new victorias secret slippers
happiness,Positive,  wellas long trees yeh definately need find one maybe crutches tho p
relief,Neutral,chillin havin drink
worry,Positive,tanya jealous im mikes new favorite tried kiss weekendpictures follow 95sxcom
happiness,Neutral,4th
worry,Neutral,today gotten touch me wish friends nkotb
happiness,Positive,  oh snap kinda nuts right now   ive told 27 thanks babes
relief,Negative,  ive lucky weekend slight headache n there incapacitating yay me poor carol tho
neutral,Positive,  dude letters new currency think were rich
happiness,Neutral,start spanishany min nownope cant it xx
love,Positive,swanage tomorrow going stay bourton water thursfri hoping sun arcades tea pretty things come
neutral,Neutral,music video project this city contagious   uploading youtube now
surprise,Neutral,  oh wait read wrong ok hellboy
neutral,Positive,  thanks info
worry,Positive,  thanks im ready marathon  all year anyway
relief,Neutral,  thursday
love,Positive,  oh said goodbyes hugs dad left 4 morning woke house im pretty scared
relief,Positive,watching ladyhawke channel 4 amp likely stay bed day
neutral,Neutral,som situpps
hate,Negative,  kindest people world unfortunately enquiries
neutral,Neutral,    agree   come canberra raddest
love,Positive,  thanks heaps lovely compliment hopefully uoure important laughing like surgery
happiness,Positive,im currently enjoying work bank holiday frasier jeremy kyle far enjoy extra day tweeters
neutral,Positive,  yeah right politicians start uploading pics lots inside stories
love,Positive,watched xmen origins wolverine totally loved it haha
worry,Positive,  oh god yeah cake looks delish hope shared it haha
neutral,Neutral,way auntys
love,Positive,got issue total girl love especially things info different countries emma watson
love,Positive,  lmao knew answer come  oh thats update numero 200 thanks
neutral,Positive,   know feeling good morning mate
happiness,Positive,  course u mind old ppl
neutral,Positive,  thanks greedy looking fledged widget a la twitter like share nv 2 expect
relief,Positive,typical overcast bank holiday monday glad went beach saturday
neutral,Neutral,  add blog cmf ads
neutral,Positive,  depends ure applyn credit cards debit cards  delhi got new credit card delivrd 14 hours
fun,Positive,  errr ok people espressos morning ice latte noon warm latte evening
relief,Positive,  thanks alot hope help spread word people involved making real difference
neutral,Neutral,  cna em 17 ive got 27 asus lappie
neutral,Negative,  hard stare
worry,Neutral,  internet 1 drawing 0 damn im backing blackberry files hours drawing preps
surprise,Neutral,  omg rated 10 stars
happiness,Positive,happy star wars day lol force strong all
surprise,Positive,oh god oh god oh god new supernatural starts tonight new sam dean oh god cant breathe lt3 lt3
neutral,Positive,  yeah thats feel makeup sleep part vrooom vrooom part
love,Positive,  twitter suck missy love
relief,Positive,  likes success
neutral,Negative,sky man friendlyand likes joey annoyed got woke half
hate,Negative,  thinking thumbs button cry river
surprise,Negative,  awww  whered that hugh thin traces wolverine yet btw whos guy rdj
surprise,Positive,finished watching masterchef surprisingly perhaps good
happiness,Positive,playing pacman boxa achvstaking gs exactly 47000nice
happiness,Positive,  thanks
neutral,Neutral,  oh do ability teleport
love,Neutral,gots pandora bracelet birthdaaaay
neutral,Neutral,  jack daniels sipping
happiness,Positive,fight club 10th anniversary reenacting nice tattoos 
neutral,Neutral,hugh masekela pix online  contern  t71 pix  review   gt coming naturally7 concert evening
happiness,Positive,  great locals stop ask directions better know answer
love,Positive,  thanks love video need download offer want try
love,Positive,  oh lovely  thing mums great at sounds yummy makin hungry here lol p
neutral,Positive,  early bird see
worry,Positive,  it best weekend
worry,Positive,  haha might good luck taking im hoping 1 putting
love,Neutral,going texas 15 days eeekkkk
worry,Negative,  hope knew tuesday
happiness,Neutral,dh finished making giant trio candy bar thank heavens work mates treat tomorrow
relief,Positive,ha request sending paper copy thesis
neutral,Positive,  thats real geek talk hahai feel you
happiness,Neutral,  want attend tafe gig asked mum soundwave like hmmm possibly probably means yes
neutral,Neutral,  gmail
sadness,Neutral,quotmy problem miss you cause dontquot
fun,Positive,  cool look forward frequent tweets
worry,Negative,  fail
relief,Positive,  ooo enjoy thanks looking
happiness,Negative,heading baguio hours
happiness,Neutral,  hooray avatar back wil gardeners zone
relief,Positive,think big quotthe size thinking determines size resultsquot bob proctors great advice 
neutral,Neutral,cant wait 8th 13th gonna loooong night
happiness,Positive,rose romance released thursday gonna bps
neutral,Neutral,  yea gonna tea laterjust need naan bread itlol
love,Positive,    looks great love way bottom
worry,Positive,  hurt lost
worry,Positive,oh like amazing weekend sunshine amp part white wine rehearsals regime nice 
relief,Negative,midday half time lunch
relief,Neutral,awake recovered brothers wedding weekend
love,Negative,wondering random people following me ive houston im sydney babes
neutral,Neutral,  charmer like football too
happiness,Positive,want awesome buy birthday 
fun,Positive,pretty fun way write resignation 
worry,Positive,  cant it gets pissy unplug finished hahaha
happiness,Positive,week begins got better
surprise,Positive,  aw level up haha try manage money
happiness,Positive,  nice wedding ring shiny
neutral,Positive,ok woke need ready day getting twitterena 21 submitted
worry,Neutral,miss daddy mommy
neutral,Neutral,soooooo cop things 1 drive 2 unfit
neutral,Neutral,going offline buhbye twit
love,Positive,hi everybody im lunch break work enjoying nice cup coffee
love,Neutral,  miss ko na nga kayo hope shoot soon joover
worry,Neutral,  pfft  dont guts  tell fundraiser like  pfft
neutral,Positive,  ohh right turned curve right angle like better curvey thanks letting know though
neutral,Neutral,  yes sir 
love,Positive,  sweet dreams babe mwah
happiness,Positive,  haha yeah think bit
sadness,Neutral,630pm  sun setting soon setting soon too grab dinner catch sitcoms
neutral,Neutral,  background apps
happiness,Neutral,  hehe found wikipedia page movie lastfm confirms it thank you 
love,Positive,  wow cars awesome fun alex
neutral,Negative,drove work vespa pouring rain rain overall keeping dry
surprise,Neutral,morrrning time school  time learn
neutral,Neutral,  visited site hope helped
sadness,Neutral,listening am teddy picker saw grabbed
worry,Neutral,million
fun,Positive,great day training fun
happiness,Negative,finally xmen origins wolverine arrived time play game like mad man time review patrick
happiness,Positive,  thanks glad agree wth follow policy
neutral,Neutral,playing uno 
happiness,Positive,happy star wars day im going pasta showered dressed watch films like days off 3 days
happiness,Positive,  yeeeeahi better off think
fun,Positive,  thanks trying keeping chin up ouch
neutral,Positive,great song sing with  
happiness,Positive,  yep buddy long time talk hows things cat like sinking fangs ankle lol
worry,Neutral,  hey tom plans concert denmark year reply xxx
neutral,Positive,wikileaks geht wieder super wikileaks online
neutral,Positive,  good morning
neutral,Positive,wack friends raiding kitchen rene love bound badluck debbie psycho korean friend lt3
surprise,Negative,excited double bio today straightener hair looks horrendous moment wtf supposed do
neutral,Neutral,birthday 2 days
happiness,Positive,great albumlucky vinyl  
surprise,Positive,  oh my like rabid racoon adrenaline going morning better cup coffee
worry,Positive,msning school bank holidays x
worry,Positive,  flo spell antidisestablishmentarianism head wait
neutral,Neutral,nghe lbq va tap duc fb
happiness,Positive,oh oh going shopping best friend today yaay going fun need alot new clothes
worry,Negative,  eating 4 am party munchies guess means dennys
fun,Neutral,    yummmvery nicee
fun,Positive,  lol read like book
worry,Positive,  bad celtics won yeah hope redsox better good morning btw
love,Positive,  right now aah love demi lovato
happiness,Neutral,  yes ubook lenovo t400 finally arrived
surprise,Neutral,3 days left offf 2009  oeiras portugal
neutral,Negative,  yah lo cuma gini gini aja mad heheheh update aja terus statusmuuu
neutral,Positive,says new layout default plurk themes yay pero dumugo ilong ko kakatweak sa font ha 
neutral,Neutral,tea amp found picture big snail walk yesterday
empty,Neutral,came 11th cross country beat dumbo
neutral,Neutral,  werewookiee
worry,Positive,  record madina lake played song third enjoyed audition though
fun,Positive,    meann look found lol
worry,Positive,mqm opted strike 12th  altaf bhai unveil happened karachi 
sadness,Positive,apparently starwars day today like  shame revision though
surprise,Positive,  ok looking forward
neutral,Neutral,  heckitty forget one
love,Positive,  good hear well andy
love,Positive,bank holiday brunch fixins absolutely fantastic
neutral,Positive,  what copyed chicks reply wrote
neutral,Neutral,  aye want cheesecake
enthusiasm,Positive,  im mo nudge again better watch out
worry,Negative,nugget bit jack told poke poor hamster
relief,Neutral,  did
happiness,Positive,  glad got safe amp saw daughter enjoy time there
love,Positive,jazz band freakin kicked arse good job team
love,Positive,think tania cute nice love her lt3
neutral,Neutral,  morning joe
happiness,Neutral,exploring twitters world 2
empty,Positive,  haha loser ily
neutral,Positive,rain reason stay snuggled beneath duvet
worry,Negative,rcb trashes mumbai indians feel bad mumbai indians know hit him
fun,Negative,  green day bomb xx
love,Positive,fell austin taura hanafiah morreee shoott guy look yumm hahaha
happiness,Positive,4th you hahahaha neverrr old
neutral,Negative,  tweeple recommend me wwwaudiomicrocom    
worry,Positive,wonderful vacation perfect weather rainy burgh reality
love,Neutral,  merci mon ami
neutral,Positive,  im long island today spending weekend manchester vt hope great week ahead
worry,Negative,  try again minna edited quickly sorry
happiness,Neutral,  cheer buttercup rain away hearts mend actually bet  that
relief,Positive,  congratulations suited lovely day x
happiness,Neutral,carolina won yeah
happiness,Positive,happy star wars day
enthusiasm,Neutral,  im trying moving morning
worry,Negative,lazy day supposee
sadness,Negative,bank holiday uk raining typical uk bank holiday weather dries later ill chainsaw trees
happiness,Positive,  aloha jaisey im excited supernatural tv tonight jensen fest tonite
neutral,Positive,  yepp like dylan cole better
neutral,Neutral,got home counting days till friday
worry,Neutral,  bed mister u need beauty sleep
happiness,Positive,im excited cant wait
happiness,Neutral,going relax chill tonight  work tomorrow week  fun time girlfriend 
relief,Positive,  thanks agreeing
surprise,Neutral,  laze  its bank holiday law
neutral,Neutral,  thank you look
surprise,Neutral,  yay eurovision fan twitter eurovision2009
happiness,Positive,ooo love bank holiday x
happiness,Positive,happy star wars day
love,Neutral,  im celebrity tooooo
neutral,Positive,woow think david henrie weeeeeell hot
happiness,Positive,  managed find places combine fun pleasure savings took planning
surprise,Neutral,  heard dad going september come him
happiness,Positive,  hahahaha train want on wild ride
relief,Neutral,  yay smokefree done
happiness,Neutral,finished work
worry,Positive,  quick update grace quit foodland job start jbs tomorrow time heaps exciting
fun,Neutral,  hiya picture converse converse out
happiness,Neutral,short work week
neutral,Neutral,  soon figure out ill let know know possible rss feed yet
love,Positive,  thanx tom love u  great day
happiness,Positive,order pizza pizza girl sing it love new song excited new song jb paranoid 4 days
worry,Negative,fixing openbox theme little
love,Negative,bought pink ipod nano 2 days ago delivered week yay amp hopefully getting ears pierced weeks xd
worry,Positive,  think x3 confusing  cant believe peeps know heart
happiness,Positive,omg meant   lt3 perfect wolverinesir hehe
fun,Neutral,  hey mind
worry,Positive,need job
love,Neutral,  oh god bless
happiness,Positive,  aww sweet
fun,Negative,waitin 4 skool bus soo tired nd soo 2 dowant 2 b lazy nd sleep cnt ill sing fav songs
relief,Neutral,home school today
happiness,Positive,thanks feedback
worry,Neutral,thinking fridge dieingplease weekpleeeeeassseee
fun,Positive,  lol hopefully itll happen like timee near new album
surprise,Positive,  omg got message notice looking ways sorry good idea thoughlol
sadness,Positive,  heyy dude yuup thats hows monday x
fun,Positive,rode jeep home mentor heard story finearts pretty cool
worry,Positive,heading lovely suffolk nice pub tweet later hopefully ill distrcated
happiness,Positive,skip school way im proud actually
relief,Neutral,gym sorting inboxes
worry,Neutral,  got virgin yet sure can tbh  thanks anyway
neutral,Positive,  good night
happiness,Positive,happy star wars day 4th brilliant
neutral,Neutral,  teeth freak nikz
worry,Neutral,  miss dear
sadness,Negative,im dragging low point slowly wine assist prob v sensible lows hit often
happiness,Positive,wonderful piece cake lunch  want
sadness,Positive,excited visited twin best friend dinner star gazing movie  cool 
happiness,Positive,productive 530am woohoo busy day lots do
fun,Neutral,  goodnight lolsz
hate,Neutral,  tv shitethank god youtube
neutral,Positive,  clear catholic wholeheartedly agree you quotsame herequot ambiguous tcot hhrs
hate,Negative,hate busany donations car fund
happiness,Positive,  cant wait tonite hilarious
neutral,Positive,  wow ive joined photography scene pretty recently large format makes interesting
surprise,Positive,   woo great subject month use sparklers
hate,Negative,  going trop 5 years games you
